rowid;categoria;sku;marca;preco;img
543;acaiteria;2511;Chocolate Nobre Sicao Ao Leite Gotas 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530932/choc--gotas--moeda--ao-leite-sicao-nobre---2-05-kg-4rjznd8rh9.JPG
544;acaiteria;2506;Chocolate Genuine Gotas Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530931/choc--gotas--moeda--branco-genuine-nobre--cargill--2-05kg-hu6bwyoh91.JPG
545;acaiteria;2505;Chocolate Genuine Gotas Meio Amargo Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530930/choc--gotas--moeda--m--amargo-genuine-nobre--cargill--2-05kg-lfcs77efdp.JPG
546;acaiteria;2504;Chocolate Genuine Gotas Ao Leite Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530929/choc--gotas--moeda--ao-leite-genuine-nobre--cargill--2-05kg-6h3dmdt51u.JPG
547;acaiteria;1712;Cobertura Gotas Genuine Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530927/choc--gotas--moeda--branco-genuine-top--cargill--2-05kg-7l25uxomry.JPG
548;acaiteria;2428;Refresco em Pó Tang Morango Caixa com 18UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955960/tang-morango---ds-c-18unx18g-ny6696klue.jpg
549;acaiteria;2397;Refresco em Pó Tang Abacaxi Caixa Com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955957/tang-abacaxi---ds-c-10unx18g-dwfluv8fzx.JPG
550;acaiteria;2396;Refresco em Pó Tang Laranja Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955955/tang-laranja---ds-c-10unx18g-t4ui9wn19r.JPG
551;acaiteria;2395;Refresco em Pó Tang Uva Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955954/tang-uva---ds-c-10unx18g-braxxegl8q.JPG
552;acaiteria;2449;Chocolate Prestígio Display Caixa com 30 und x 33G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902413/prestigio-pz6phzzfhi.JPG
553;acaiteria;2448;Chocolate Chokito Caixa com 30 x 32gr - Nestlé;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902412/chokito-guc223zds0.JPG
554;acaiteria;2446;Chocolate Suflair ao Leite Caixa com 20 und x 50g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902409/suflair-wvb494lz1a.jpg
555;acaiteria;2359;Saborizante Sorvete Algemix Iogurte YogoPró 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/225120368/algemix-1eld9unlw1.jpg
556;acaiteria;2361;Saborizante Sorvete Algemix Torta de Limão 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/225117377/algemix-yag83ij9gf.jpg
557;acaiteria;2360;Saborizante Sorvete Algemix Cookie Speculoos 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/225117372/algemix-t5497s0835.jpg
558;acaiteria;2376;Tablete Chocolate Ao Leite 34g com 12 unidades Lacta;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/221511002/chocolate-lacta-o1ad50olje.jpg
559;acaiteria;2381;Chocolate Bis Xtra ao Leite Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093570/caixa-bis-xtra-ex2bi6bc2f.jpg
560;acaiteria;2380;Chocolate Bis Xtra Black Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093569/caixa-bis-black-zk87229lzq.jpg
561;acaiteria;2382;Chocolate Bis Xtra Oreo Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093566/caixa-bis-xtra-o-pg2a9iyow7.jpg
562;acaiteria;2403;Biscoito Mini Oreo 10x35g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219992809/oreo-caixa-p7ymbu5ou9.jpg
563;acaiteria;1951;Leite Condensado Semidesnatado Caixa com 27 x 395g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/167810622/2b9b7d6411.jpg
564;acaiteria;1944;Granola Tradicional Feikost 30 G Caixa Com 50 UN;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/166269769/b795f0dc79.jpg
565;acaiteria;1734;Cobertura de Melancia Kids 1;3 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179957/7ce2faeadb.jpg
566;acaiteria;1199;CACAU PÓ SELECTA 100% - 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179949/1623086042-21582_cacau_em_p0_selecta_100_10_kg-c39b705d2b.jpg
567;acaiteria;1735;Cobertura de Melancia Kids 300 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179741/ae957752b5.jpg
568;acaiteria;1733;Cobertura Azedinha (Morango) Kids 300 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179730/88b5c5cf31.jpg
569;acaiteria;1732;Cobertura Azedinha (Morango) Kids 1;3 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179726/cf8122ab84.jpg
570;acaiteria;1880;Cobertura ao Leite Sicao Chips 2;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/163721904/09f98bdf68.jpg
571;acaiteria;1710;Chocolate Gotas Mavalério Chips  2;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/159058670/8d5061b9c9.jpg
572;acaiteria;1002;Leite Condensado Semidesnatato Triângulo 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/145120448/f2efb99960.jpg
573;acaiteria;1665;Leite Condensado Semidesnatado Marajoara 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/145120436/23b0034aa5.jpg
574;acaiteria;1147;Recheio Morango Nestlé 2;6 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/142299075/recheio-morango-nestle---2-6-kg-ysmrwax5m3.JPG
575;acaiteria;1243;Cobertura de Abacaxi Kids 300 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/104281904/4e05743483.jpg
576;acaiteria;1244;Cobertura de Abacaxi Kids 1;3KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/104073079/a24353f5f4.jpg
577;acaiteria;1242;Cobertura de Blue Ice Kids 300 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/104073043/f72755a301.jpg
578;acaiteria;217;Choco Power Ball Ao Leite Mavalério 500 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/102188745/5ac96bbf75.jpg
579;chocolates;652;Chocolate Garoto ao Leite 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85630789/73a67efec6.jpg
580;chocolates;654;Chocolate Garoto Branco 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632580/53a4506814.jpg
581;chocolates;651;Chocolate Garoto Meio Amargo 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632573/573e607127.jpg
582;chocolates;1998;Chocolate Melken Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54437875/8c98ff0dba.jpg
583;chocolates;2055;Chocolate Inovare Melken Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54394461/b9350ed7cf.jpg
584;chocolates;650;Chocolate Garoto Blend 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632563/8aee2183e6.jpg
585;chocolates;2034;Chocolate Melken Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436900/6aeb377c8e.jpg
586;chocolates;2022;Chocolate Melken Blend 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436835/6e4c8f2b58.jpg
587;chocolates;2031;Chocolate Melken Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436777/79e7680bca.jpg
588;chocolates;2056;Chocolate Inovare Melken Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54352766/c6de6033fd.jpg
589;chocolates;1663;Chocolate Gotas Melken Blend Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/147119539/a88203ff9f.jpg
590;chocolates;1520;Chocolate Gotas Melken Ao Leite Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/129625786/214490a0d4.jpg
591;chocolates;1461;Chocolate Gotas Melken Meio Amargo Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/128080959/098bb03951.jpg
592;chocolates;1516;Cobertura Gotas Top Meio Amargo Harald 2;05kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549624/336cb0fd36.jpg
593;chocolates;589;Chocolate Nestlé Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/60730399/choc--nestle-ao-leite---2-1-kg-d8d4ta6sv6.JPG
594;chocolates;1591;Chocolate em Pó 50% Duas Rodas Selecta Namur 1;01kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56689321/c5ee8fcf11.jpg
595;chocolates;937;Chocolate Gotas Chipshow Ao Leite Harald 2;5kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54351563/chipshow-harald-91g0ujlq7g.jpg
596;chocolates;1519;Nutella 3 KG;R$ 211;https://cdn.awsli.com.br/300x300/1284/1284671/produto/125372844/7fc1bb9f91.jpg
597;chocolates;2158;Cobertura Confeiteiro Fracionado Chocolate Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54610070/bf8ccad5c5.jpg
598;chocolates;929;Chocolate Raspar Castor Branco 5kg;R$ 99;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436605/a0713229c9.jpg
599;chocolates;2103;Chocolate Raspar Castor Meio Amargo 5kg;R$ 103;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436253/4ab7b05671.jpg
600;chocolates;928;Chocolate Raspar Castor Ao Leite 5Kg;R$ 100;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54397056/ddbdcf1a2a.jpg
601;chocolates;780;Chocolate Raspar Harald Meio Amargo 5kg;R$ 105;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54396638/e15d1135e4.jpg
602;chocolates;1028;Chocolate Raspar Harald Branco 5kg;R$ 112;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54395754/85f9074c63.jpg
603;chocolates;782;Chocolate Raspar Harald Ao Leite 5kg;R$ 103;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54395661/db54f25319.jpg
604;chocolates;1711;Cobertura Gotas Genuine Ao Leite Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530926/choc--gotas--moeda--ao-leite-genuine-top--cargill--2-05kg-jud5j5w3nu.JPG
605;chocolates;1460;Cobertura Gotas Top Blend Harald 2;05kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549636/7392039208.jpg
606;chocolates;1514;Cobertura Gotas Top Ao Leite Harald 2;05kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549620/63ef10630c.jpg
607;chocolates;1458;Cobertura Gotas Top Branco Harald 2;05Kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549615/5701099c60.jpg
608;chocolates;1336;Chocolate Bis Ao Leite Lacta 100;8G;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115193534/0fd4496f33.jpg
609;chocolates;1291;Bombom Lacta Sonho De Valsa 1KG;R$ 60;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115193421/a1f5263817.jpg
610;chocolates;1292;Bombom Lacta Ouro Branco 1KG;R$ 60;https://cdn.awsli.com.br/300x300/1284/1284671/produto/114263403/16235c0994.jpg
611;chocolates;1518;Chocolate Gotas Melken Branco Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549633/72a4bc96c5.jpg
612;chocolates;667;Chocolate Genuine Cargill Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/57130639/58c2836d12.jpg
613;chocolates;1162;Chocolate Sicao Gold Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/94865191/58fa7f1a03.jpg
614;chocolates;1160;Chocolate Sicao Gold Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/94865173/8ab8e9aa11.jpg
615;chocolates;1142;Chocolate Sicao Gold Blend 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/91346016/1976191ab1.jpg
616;chocolates;1141;Chocolate Sicao Gold ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/91342665/e7d3b4e645.jpg
617;chocolates;590;Chocolate Nestlé Branco Marfim 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/60730793/choc--nestle-branco-marfim---2-1-kg-r344nwvvm7.JPG
618;chocolates;633;Chocolate Nestlé Blend 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/60730675/choc--nestle-blend---2-1-kg-8kde8is0ss.JPG
619;chocolates;657;Chocolate Genuine Cargill Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/57130712/17d484c08d.jpg
620;chocolates;666;Chocolate Genuine Cargill Blend 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/57130599/7f68618139.jpg
621;chocolates;664;Chocolate Genuine Cargill Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/57130490/1d93239057.jpg
622;chocolates;1407;Cobertura Confeiteiro Fracionado Chocolate Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54609587/d0d67904ef.jpg
623;chocolates;2149;Cobertura Confeiteiro Fracionado Chocolate Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54609513/53cca0edcd.jpg
624;chocolates;2054;Chocolate Inovare Melken Ao Leite 2;1Kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54352675/b1aa9ad68b.jpg
625;chocolates;1717;Cobertura Gotas Genuine Meio Amargo Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/238371167/choc--gotas--moeda--m--amargo-genuine-top--cargill--2-05kg-9ohcvy8zla.JPG
626;chocolates;2516;Cobertura Mais Sicao Branco Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530939/choc--gotas--moeda--branco-sicao-top---2-05-kg-u25kzlf55v.JPG
627;chocolates;2515;Cobertura Mais Sicao Blend Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530938/choc--gotas--moeda--blend-sicao-top---2-05-kg-qm3gc2ylai.JPG
628;chocolates;2514;Cobertura Mais Sicao Ao Leite Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530935/choc--gotas--moeda--ao-leite-sicao-top---2-05-kg-55tdb1mdw6.JPG
629;chocolates;2513;Cobertura Mais Sicao Meio Amargo Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530934/choc--gotas--moeda--meio-amargo-sicao-top---2-05-kg-902lg4ghwf.JPG
630;chocolates;2512;Chocolate Nobre Sicao Blend Gotas 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530933/choc--gotas--moeda--blend-sicao-nobre---2-05-kg-r6e04gjezm.JPG
631;chocolates;2511;Chocolate Nobre Sicao Ao Leite Gotas 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530932/choc--gotas--moeda--ao-leite-sicao-nobre---2-05-kg-4rjznd8rh9.JPG
632;chocolates;2506;Chocolate Genuine Gotas Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530931/choc--gotas--moeda--branco-genuine-nobre--cargill--2-05kg-hu6bwyoh91.JPG
633;chocolates;2505;Chocolate Genuine Gotas Meio Amargo Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530930/choc--gotas--moeda--m--amargo-genuine-nobre--cargill--2-05kg-lfcs77efdp.JPG
634;chocolates;2504;Chocolate Genuine Gotas Ao Leite Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530929/choc--gotas--moeda--ao-leite-genuine-nobre--cargill--2-05kg-6h3dmdt51u.JPG
635;chocolates;1712;Cobertura Gotas Genuine Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530927/choc--gotas--moeda--branco-genuine-top--cargill--2-05kg-7l25uxomry.JPG
636;chocolates;1880;Cobertura ao Leite Sicao Chips 2;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/163721904/09f98bdf68.jpg
637;chocolates;1710;Chocolate Gotas Mavalério Chips  2;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/159058670/8d5061b9c9.jpg
638;chocolates;1168;Chocolate Em Pó 32% Mavalério 1;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111422071/7d75d88beb.jpg
639;confeitaria;652;Chocolate Garoto ao Leite 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85630789/73a67efec6.jpg
640;confeitaria;654;Chocolate Garoto Branco 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632580/53a4506814.jpg
641;confeitaria;651;Chocolate Garoto Meio Amargo 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632573/573e607127.jpg
642;confeitaria;1998;Chocolate Melken Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54437875/8c98ff0dba.jpg
643;confeitaria;2055;Chocolate Inovare Melken Meio Amargo 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54394461/b9350ed7cf.jpg
644;confeitaria;650;Chocolate Garoto Blend 2;1 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/85632563/8aee2183e6.jpg
645;confeitaria;131;Frutas cristalizadas 10kg;R$ 111;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54923305/82fc5bfb56.jpg
646;confeitaria;2034;Chocolate Melken Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436900/6aeb377c8e.jpg
647;confeitaria;2022;Chocolate Melken Blend 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436835/6e4c8f2b58.jpg
648;confeitaria;2031;Chocolate Melken Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54436777/79e7680bca.jpg
649;confeitaria;2056;Chocolate Inovare Melken Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54352766/c6de6033fd.jpg
650;confeitaria;2776;Chocolate Gotas Branco Inovare Melken 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/319615164/choc--gotas--moeda--branco-inovare-melken---2-05-kg-ay2jkrdizw.JPG
651;confeitaria;790;Amido de Milho Indemil 25KG;R$ 130;https://cdn.awsli.com.br/300x300/1284/1284671/produto/261702661/218119-78r1fy8fil.jpg
652;confeitaria;1663;Chocolate Gotas Melken Blend Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/147119539/a88203ff9f.jpg
653;confeitaria;1520;Chocolate Gotas Melken Ao Leite Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/129625786/214490a0d4.jpg
654;confeitaria;1461;Chocolate Gotas Melken Meio Amargo Harald 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/128080959/098bb03951.jpg
655;confeitaria;955;Doce de Leite Frimesa 4;8kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56456625/frimesa-4wfs8y3qun.jpg
656;confeitaria;941;Doce de Soro de Leite Áurea 9;8kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56322707/9e57b62a34.jpg
657;confeitaria;2573;Chocolate em Pó 50% Cacau Melken 1;01kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/249477168/choc--po-melken--50-----1-01-kg-545b5n8nz9.JPG
658;confeitaria;212;Cobertura Recheio Chocolate Deleite 4;6kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54290753/c213b8a5d8.jpg
659;confeitaria;1823;Geléia de Brilho Neutra Adimix 4kg;R$ 46;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54290211/5378a814f5.jpg
660;confeitaria;828;Margarina Amélia uso geral 1kg;R$ 14;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49765142/margar--amelia-uso-geral-s-sal-80----pct-1-01-kg-zxko0ik8tg.JPG
661;confeitaria;1516;Cobertura Gotas Top Meio Amargo Harald 2;05kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/138549624/336cb0fd36.jpg
662;confeitaria;572;Flocos Crocantes De Chocolate Vabene 750G;R$ 16;https://cdn.awsli.com.br/300x300/1284/1284671/produto/126350544/cebc963692.jpg
663;confeitaria;1085;Creme Procreme Confeiteiro 1KG;R$ 12;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824890/e08add3f1b.jpg
664;confeitaria;1078;Creme Chantilly PP Easy Rich's 1L;R$ 16;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111293192/f6036dc757.jpg
665;confeitaria;589;Chocolate Nestlé Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/60730399/choc--nestle-ao-leite---2-1-kg-d8d4ta6sv6.JPG
666;confeitaria;1417;Mistura Para Pão de Ló Bunge 5Kg;R$ 44;https://cdn.awsli.com.br/300x300/1284/1284671/produto/60477060/mockup_filme_premescla_p_odel__5kg_frente_500px_1-ug0cfsft9u.jpg
667;confeitaria;733;Polpa Pró Polpa Morango  4;3kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/57314944/9b34a922d4.jpg
668;confeitaria;1958;Gordura de Palma Tauá 24kg;R$ 343;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56798008/08eed33070.jpg
669;confeitaria;1591;Chocolate em Pó 50% Duas Rodas Selecta Namur 1;01kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56689321/c5ee8fcf11.jpg
670;confeitaria;192;Petit Four Palito de Chocolate 2kg;R$ 48;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56290855/4c2c30d006.jpg
671;confeitaria;937;Chocolate Gotas Chipshow Ao Leite Harald 2;5kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54351563/chipshow-harald-91g0ujlq7g.jpg
672;confeitaria;1639;Ganache Harald Chocolate Meio Amargo 4kg;R$ 128;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54311682/def67b3538.jpg
673;confeitaria;224;Margarina Amélia Bolos 1kg;R$ 15;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54301692/0c0979b45e.jpg
674;confeitaria;1819;Geléia de Brilho Morango Adimix 4kg;R$ 55;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54290278/b07652f8ae.jpg
675;confeitaria;1963;Doce de Leite Puro Xamego Bom 9;8 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/168845628/bb0d77103b.jpg
676;confeitaria;1756;Cacau em Pó Selecta 100% 1;01 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165179777/cacau-po-selecta-100-101-kg-9b56367b17.jpg
677;confeitaria;1519;Nutella 3 KG;R$ 211;https://cdn.awsli.com.br/300x300/1284/1284671/produto/125372844/7fc1bb9f91.jpg
678;confeitaria;838;Papel Manteiga Pacote Com 400 Folhas;R$ 157;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113897076/7996c517b5.jpg
